Close,High,Low,Open,Volume,predicted_up_rate,predicted_Low_rate,Close_3ma,Close_3ma_positive,Close_5ma,Close_5ma_positive,Close_10ma,Close_10ma_positive,Close_25ma,Close_25ma_positive,Close_60ma,Close_60ma_positive,Close_100ma,Close_100ma_positive,Close_200ma,Close_200ma_positive
738.513,753.264,732.603,738.513,1815826.455,106.80000000000001,97.6,723.7,1,714.9,1,735.8,-1,735.6,1,673.6,1,617.8,1,548.1,1
720.778,738.513,720.778,738.513,681102.5909,112.7,102.1,728.7,1,720.2,1,730.2,-1,736.6,1,675.3,1,620.4,1,549.1,1
753.264,765.09,735.557,738.513,977646.3084,107.80000000000001,100.0,737.5,1,729.1,1,728.2,-1,739.0,1,677.9,1,623.0,1,550.2,1
759.177,765.09,753.264,765.09,902835.6777,107.0,100.4,744.4,1,739.7,1,727.9,-1,741.2,1,680.5,1,625.6,1,551.4,1
788.739,794.624,762.133,762.133,2418390.268,104.5,101.1,767.1,1,752.1,1,730.8,1,744.7,1,683.8,1,628.4,1,552.8,1
812.359,818.272,797.58,809.403,1393011.451,101.49999999999999,97.1,786.8,1,766.9,1,740.9,1,747.8,1,687.8,1,631.5,1,554.3,1
791.667,806.447,788.739,797.58,909603.5999,104.1,98.9,797.6,1,781.0,1,750.6,1,750.6,1,690.9,1,634.5,1,555.7,1
800.536,800.536,782.828,791.667,515230.596,103.0,100.0,801.5,1,790.5,1,759.8,1,752.8,1,694.2,1,637.5,1,557.0,1
824.185,827.142,800.536,803.49,1461054.16,98.9,97.8,805.5,1,803.5,1,771.6,1,754.7,1,697.8,1,640.8,1,558.4,1
815.316,827.142,806.447,827.142,794510.3218,99.3,94.6,813.3,1,808.8,1,780.5,1,756.2,1,701.6,1,644.0,1,559.7,1
771.003,809.403,771.003,800.536,756595.1606,106.5,100.0,803.5,-1,800.5,-1,783.7,1,757.5,1,704.6,1,646.8,1,560.9,1
782.828,794.624,771.003,785.785,807373.8774,105.3,100.0,789.7,-1,798.8,-1,789.9,1,758.9,1,707.5,1,649.6,1,562.1,1
803.49,803.49,782.828,794.624,542987.4405,102.60000000000001,99.3,785.8,-1,799.4,1,794.9,1,761.7,1,710.8,1,652.6,1,563.4,1
809.403,812.359,797.58,809.403,890988.5971,101.8,98.5,798.6,1,796.4,-1,800.0,1,764.4,1,714.0,1,655.6,1,564.7,1
821.229,821.229,797.58,806.447,928900.5416,100.4,98.9,811.4,1,797.6,1,803.2,1,767.3,1,717.5,1,658.6,1,566.2,1
824.185,827.142,812.359,827.142,709200.4049,97.5,96.8,818.3,1,808.2,1,804.4,1,769.5,1,721.0,1,661.6,1,567.7,1
803.49,815.316,797.58,809.403,600534.0795,98.9,96.0,816.3,-1,812.4,1,805.6,1,770.5,1,723.9,1,664.3,1,569.1,1
782.828,806.447,771.003,797.58,622542.6935,104.89999999999999,98.5,803.5,-1,808.2,-1,803.8,-1,770.9,1,726.7,1,666.9,1,570.5,1
779.872,782.828,771.003,773.959,648604.3408,105.3,98.9,788.7,-1,802.3,-1,799.4,-1,771.6,1,729.3,1,669.6,1,571.9,1
776.916,797.58,771.003,782.828,645220.3797,105.69999999999999,99.6,779.9,-1,793.5,-1,795.5,-1,772.3,1,731.7,1,672.2,1,573.2,1
794.624,800.536,773.959,779.872,914345.0055,104.80000000000001,100.4,783.8,1,787.5,-1,797.9,1,775.6,1,733.9,1,674.9,1,574.7,1
821.229,821.229,797.58,797.58,1600864.507,102.49999999999999,98.6,797.6,1,791.1,1,801.7,1,780.7,1,736.5,1,677.9,1,576.4,1
815.316,853.715,809.403,821.229,4082221.543,103.3,97.8,810.4,1,797.6,1,802.9,1,784.9,1,739.2,1,680.8,1,578.1,1
803.49,812.359,797.58,803.49,1116781.151,104.80000000000001,101.1,813.3,1,802.3,1,802.3,-1,788.8,1,741.5,1,683.7,1,579.6,1
833.023,835.979,812.359,824.185,930257.9861,101.1,100.0,817.3,1,813.5,1,803.5,1,793.1,1,744.5,1,686.8,1,581.4,1
841.892,847.805,833.023,841.892,1331064.376,98.6,97.5,826.1,1,823.0,1,805.3,1,797.2,1,747.6,1,689.8,1,583.2,1
830.066,847.805,821.229,844.849,839193.4052,99.3,98.6,835.0,1,824.8,1,807.9,1,801.6,1,750.6,1,692.8,1,584.9,1
824.185,833.023,818.272,833.023,445492.6902,99.3,98.6,832.0,-1,826.5,1,812.1,1,804.4,1,753.7,1,695.6,1,586.6,1
818.272,835.979,812.359,830.066,686184.9659,100.4,95.7,824.2,-1,829.5,1,815.9,1,806.8,1,756.4,1,698.1,1,588.2,1
800.536,806.447,782.828,803.49,1379134.637,104.4,98.9,814.3,-1,823.0,-1,818.3,1,807.3,1,759.2,1,700.4,1,589.7,1
